geneID	TR42	TR43	flower.AVG
novel_gene_2872_5bd9a17a	1.61	1.51	1.85
novel_gene_2873_5bd9a17a	3.2	3	2.77
novel_gene_2874_5bd9a17a	2.68	1.72	1.33
novel_gene_2876_5bd9a17a	4.25	4.09	2.28
novel_gene_2877_5bd9a17a	2	1.86	1.44
novel_gene_2882_5bd9a17a	1.64	0.77	1.56
novel_gene_2883_5bd9a17a	3.65	2.93	2.17
novel_gene_2885_5bd9a17a	0.77	2.05	1.18
novel_gene_2887_5bd9a17a	5.92	5.4	5.05
novel_gene_2896_5bd9a17a	0.77	2.54	2.18
novel_gene_29_5bd9a17a	4.77	3.89	3.69
novel_gene_2900_5bd9a17a	2.96	3.67	1.99
novel_gene_2904_5bd9a17a	1.55	1.08	1.65
novel_gene_2905_5bd9a17a	5.15	5.06	4.09
novel_gene_2907_5bd9a17a	3.69	2.88	2.05
novel_gene_2909_5bd9a17a	4.1	3.02	1.52
novel_gene_2910_5bd9a17a	4.36	1.56	2.28
novel_gene_2912_5bd9a17a	6.17	5.43	4.68
novel_gene_2914_5bd9a17a	8.27	6.93	7.41
novel_gene_2915_5bd9a17a	5.32	3.84	4.06
novel_gene_2916_5bd9a17a	3.71	6.59	3.69
novel_gene_2917_5bd9a17a	0.77	1.53	1.34
novel_gene_2919_5bd9a17a	1.51	1.86	0.99
novel_gene_292_5bd9a17a	0.77	1.32	2.36
novel_gene_2921_5bd9a17a	2.01	2.39	1.63
novel_gene_2922_5bd9a17a	2.44	0.77	2.46
novel_gene_2923_5bd9a17a	0.77	2.54	1.55
novel_gene_2928_5bd9a17a	0.77	1.87	1.51
novel_gene_2929_5bd9a17a	1.52	1.52	1.08
novel_gene_293_5bd9a17a	2.79	2.7	2.88
novel_gene_2930_5bd9a17a	1.54	2.59	1.89
novel_gene_2931_5bd9a17a	2.15	2.74	2.16
novel_gene_2934_5bd9a17a	1.64	1.91	3.48
novel_gene_2935_5bd9a17a	4.48	4.76	5.05
novel_gene_2939_5bd9a17a	3.46	3.38	3.48
novel_gene_294_5bd9a17a	0.77	2.1	2.06
novel_gene_294_5bda875f	3.28	3.74	3.84
novel_gene_2940_5bd9a17a	0.77	1.99	1.21
novel_gene_2941_5bd9a17a	2.13	2.4	2.03
novel_gene_2942_5bd9a17a	1.55	2.05	1.63
novel_gene_2945_5bd9a17a	3.07	2	2.06
novel_gene_2949_5bd9a17a	4.16	4.98	4.16
novel_gene_2959_5bd9a17a	8.01	7.78	7.42
novel_gene_2961_5bd9a17a	2.9	1.88	1.07
novel_gene_2963_5bd9a17a	0.77	1.89	3.12
novel_gene_2964_5bd9a17a	3.67	2.64	3.42
novel_gene_2965_5bd9a17a	3.69	3.97	4
novel_gene_2966_5bd9a17a	3.69	3.97	4
novel_gene_2969_5bd9a17a	3.25	3.95	3.36
novel_gene_297_5bd9a17a	3.12	2.31	2.8
novel_gene_2970_5bd9a17a	6	4.8	4.93
novel_gene_2976_5bd9a17a	4.73	5.27	5.4
novel_gene_2977_5bd9a17a	4.42	3.95	5.12
novel_gene_2978_5bd9a17a	2.35	4.47	2.63
novel_gene_2979_5bd9a17a	2.41	2.42	2.21
novel_gene_298_5bd9a17a	2.66	2.11	2.24
novel_gene_298_5bda875f	4.77	5.27	4.25
novel_gene_2981_5bd9a17a	3.6	4.42	3.52
novel_gene_2986_5bd9a17a	3.43	2.83	3.36
novel_gene_2987_5bd9a17a	3.34	2.76	2.43
novel_gene_2991_5bd9a17a	1.52	4.69	1.7
novel_gene_2993_5bd9a17a	2.89	3.13	2.71
novel_gene_2999_5bd9a17a	5.34	5.71	5.77
novel_gene_3003_5bd9a17a	3.22	0.77	2.04
novel_gene_3004_5bd9a17a	3.95	4.86	4.06
novel_gene_3005_5bd9a17a	4.29	4.7	4.63
novel_gene_3009_5bd9a17a	0.77	2.99	2.82
novel_gene_301_5bd9a17a	5.57	4.56	4.65
novel_gene_3010_5bd9a17a	2.87	2.64	1.38
novel_gene_3011_5bd9a17a	4.45	3.1	3.11
novel_gene_3013_5bd9a17a	1.93	0.77	2.92
novel_gene_3014_5bd9a17a	6.22	5.81	5.53
novel_gene_3015_5bd9a17a	0.77	2.65	2
novel_gene_3019_5bd9a17a	3.74	3.85	2.56
novel_gene_302_5bd9a17a	1.56	1.18	1.65
novel_gene_3020_5bd9a17a	1.52	1.72	1.6
novel_gene_3021_5bd9a17a	5.02	5.32	2.67
novel_gene_3027_5bd9a17a	3.2	2.58	1.38
novel_gene_3028_5bd9a17a	0.77	1.53	1.88
novel_gene_3029_5bd9a17a	5.48	5.67	4.95
novel_gene_303_5bd9a17a	0.77	1.03	1.84
novel_gene_303_5bda875f	0.77	1.54	1.06
novel_gene_3030_5bd9a17a	4.41	4.72	4.4
novel_gene_3032_5bd9a17a	0.77	2.42	2.17
novel_gene_3033_5bd9a17a	3.43	3.78	3.11
novel_gene_3034_5bd9a17a	2.54	2.19	2.04
novel_gene_3035_5bd9a17a	2.19	2.35	2.12
novel_gene_3036_5bd9a17a	2.22	1.19	2.18
novel_gene_3038_5bd9a17a	3.22	2.34	2.36
novel_gene_304_5bda875f	4.55	4.27	3.39
novel_gene_3041_5bd9a17a	0.78	3.9	3
novel_gene_3047_5bd9a17a	6.17	5.99	5.31
novel_gene_3049_5bd9a17a	2.11	0.77	2.13
novel_gene_305_5bd9a17a	0.77	2.18	1.87
novel_gene_3050_5bd9a17a	0.77	5.69	4.42
novel_gene_3056_5bd9a17a	5.75	6.76	6.05
novel_gene_3059_5bd9a17a	1.64	2.53	1.77
novel_gene_306_5bd9a17a	3.32	2.17	2.56
novel_gene_3060_5bd9a17a	3.98	4.69	4.23
novel_gene_3061_5bd9a17a	6	5.14	5.21
novel_gene_3062_5bd9a17a	3.99	3.33	5.55
novel_gene_3064_5bd9a17a	5.21	3.97	4.23
novel_gene_3065_5bd9a17a	1.67	1.18	2.1
novel_gene_3066_5bd9a17a	3.4	3.34	3.28
novel_gene_3067_5bd9a17a	1.64	1.18	1.69
novel_gene_3068_5bd9a17a	5.6	4.68	4.47
novel_gene_3069_5bd9a17a	0.77	0.99	1.7
novel_gene_307_5bda875f	0.77	2.67	1.76
novel_gene_3070_5bd9a17a	2.99	3.2	3.11
novel_gene_3071_5bd9a17a	5.49	4.07	4.27
novel_gene_3074_5bd9a17a	3.48	3.49	3.48
novel_gene_3075_5bd9a17a	0.77	2.51	2.75
novel_gene_3076_5bd9a17a	2.06	2.32	1.6
novel_gene_3077_5bd9a17a	7.2	4.98	5.36
novel_gene_3078_5bd9a17a	3.38	3.32	2.18
novel_gene_3079_5bd9a17a	7.99	8.38	8.13
novel_gene_3080_5bd9a17a	2.46	2.43	2.64
novel_gene_3081_5bd9a17a	4.51	3.87	3.87
novel_gene_3082_5bd9a17a	2.86	2.69	2.79
novel_gene_3083_5bd9a17a	2.48	2.63	1.69
novel_gene_3084_5bd9a17a	1.57	1.36	1.68
novel_gene_3087_5bd9a17a	3.66	3.14	2.57
novel_gene_3088_5bd9a17a	4.16	3.48	4.58
novel_gene_3090_5bd9a17a	0.77	1.81	1.78
novel_gene_3092_5bd9a17a	2.97	1.08	1.27
novel_gene_3094_5bd9a17a	3.41	2.23	3.09
novel_gene_3095_5bd9a17a	1.51	2.18	1.61
novel_gene_3098_5bd9a17a	8.33	8.49	8.3
novel_gene_3099_5bd9a17a	2.55	3.04	2.34
novel_gene_31_5bd9a17a	2.73	3.17	2.68
novel_gene_31_5bda875f	4.1	3.09	3.4
novel_gene_3101_5bd9a17a	4.86	4.84	5.15
novel_gene_3102_5bd9a17a	5.4	5.23	4.99
novel_gene_3103_5bd9a17a	2.48	2.23	3.05
novel_gene_3104_5bd9a17a	1.51	1.28	1.71
novel_gene_3107_5bd9a17a	0.77	2.01	1.5
novel_gene_3109_5bd9a17a	4.7	3.87	1.86
novel_gene_3111_5bd9a17a	2.36	3.06	2.81
novel_gene_3112_5bd9a17a	4.05	2.25	2.54
novel_gene_3113_5bd9a17a	2.41	2.18	2.31
novel_gene_3114_5bd9a17a	1.53	1.32	1.97
novel_gene_3115_5bd9a17a	3.05	1.99	2.65
novel_gene_3116_5bd9a17a	0.77	1.35	1.22
novel_gene_312_5bd9a17a	3.15	3.13	4.35
novel_gene_3120_5bd9a17a	0.77	1.28	2.2
novel_gene_3121_5bd9a17a	4.56	5.83	4.04
novel_gene_3123_5bd9a17a	2.94	2.7	2.53
novel_gene_3125_5bd9a17a	2.02	1.08	2.81
novel_gene_3126_5bd9a17a	0.77	3.92	2.43
novel_gene_3129_5bd9a17a	2.43	2.68	2.16
novel_gene_3130_5bd9a17a	2.05	2.86	2.39
novel_gene_3133_5bd9a17a	8.48	9.02	7.71
novel_gene_314_5bd9a17a	3.2	2	3.72
novel_gene_3141_5bd9a17a	4.52	4.79	5.39
novel_gene_3143_5bd9a17a	3.22	3.44	2.89
novel_gene_3145_5bd9a17a	0.77	0.77	3.18
novel_gene_3146_5bd9a17a	4.69	3.3	4.15
novel_gene_3147_5bd9a17a	1.56	1.56	1.5
novel_gene_3149_5bd9a17a	3.83	2.91	2.42
novel_gene_3151_5bd9a17a	2.46	1.54	1.89
novel_gene_3153_5bd9a17a	3.71	3.61	2.68
novel_gene_3154_5bd9a17a	0.77	1.35	1.41
novel_gene_3157_5bd9a17a	6.03	5.7	6.03
novel_gene_3159_5bd9a17a	2.15	1.37	2.15
novel_gene_316_5bd9a17a	2.08	0.77	2.1
novel_gene_3161_5bd9a17a	2.99	2.23	2.17
novel_gene_3164_5bd9a17a	6.35	6.04	6.26
novel_gene_3165_5bd9a17a	1.65	0.99	1.86
novel_gene_3166_5bd9a17a	2.61	2.21	1.95
novel_gene_3167_5bd9a17a	0.77	0.77	1.73
novel_gene_3169_5bd9a17a	3.14	2.51	1.98
novel_gene_317_5bd9a17a	4.92	5.06	5.7
novel_gene_3173_5bd9a17a	5.47	5.28	5.26
novel_gene_3174_5bd9a17a_novel_gene_3175_5bd9a17a	0.77	1.53	2.26
novel_gene_3177_5bd9a17a	5.04	5.39	4.8
novel_gene_3179_5bd9a17a	3.39	4.03	2.88
novel_gene_3181_5bd9a17a	1.64	1.49	1.13
novel_gene_3182_5bd9a17a	3.83	3.32	3.92
novel_gene_3183_5bd9a17a	0.77	2.34	3.11
novel_gene_3184_5bd9a17a	0.77	1.14	1.92
novel_gene_3186_5bd9a17a	7.1	7.26	5.68
novel_gene_3188_5bd9a17a	6.32	5.84	6.15
novel_gene_3189_5bd9a17a	3.84	4.71	4.69
novel_gene_319_5bd9a17a	1.7	2.53	2.09
novel_gene_3192_5bd9a17a	5.2	4.69	4.82
novel_gene_3193_5bd9a17a	3.22	3.77	3.89
novel_gene_3195_5bd9a17a	3.27	2.81	3.81
novel_gene_3198_5bd9a17a	4.38	3.55	3.2
novel_gene_3199_5bd9a17a	4.84	4.23	4.34
novel_gene_3201_5bd9a17a	2.58	3.5	3.23
novel_gene_3202_5bd9a17a	1.52	2.16	1.97
novel_gene_3203_5bd9a17a	2.28	1.51	1.45
novel_gene_3206_5bd9a17a	2.71	1.9	2.31
novel_gene_3209_5bd9a17a	1.52	2.68	1.74
novel_gene_3210_5bd9a17a	3.49	2.92	3.68
novel_gene_3211_5bd9a17a	4.83	4.73	3.62
novel_gene_3212_5bd9a17a	5.02	2.98	3.55
novel_gene_3213_5bd9a17a	0.77	3.29	3.1
novel_gene_3216_5bd9a17a	4.57	3.68	3.91
novel_gene_3217_5bd9a17a	4.57	3.68	3.91
novel_gene_3220_5bd9a17a	5.91	4.68	5.1
novel_gene_3222_5bd9a17a	3.58	1.89	2.57
novel_gene_3223_5bd9a17a	0.77	2	2.89
novel_gene_3224_5bd9a17a	6.23	6.36	5.6
novel_gene_3225_5bd9a17a	8.91	7.51	7.58
novel_gene_3226_5bd9a17a	2.44	3.2	2.42
novel_gene_3228_5bd9a17a	3.73	3.65	2.81
novel_gene_3229_5bd9a17a	6.83	5.38	5.82
novel_gene_323_5bd9a17a	4.61	3.99	3.46
novel_gene_3230_5bd9a17a	3.08	2.96	3.78
novel_gene_3233_5bd9a17a	2.51	1.66	1.97
novel_gene_3235_5bd9a17a	2.82	3.2	3.04
novel_gene_3237_5bd9a17a	3.72	3.42	3.15
novel_gene_3238_5bd9a17a	2.19	2.74	2.7
novel_gene_3240_5bd9a17a	1.87	1.92	1.74
novel_gene_3241_5bd9a17a	4.19	4.93	4.26
novel_gene_3248_5bd9a17a	4.3	4.12	4.09
novel_gene_325_5bd9a17a	3.99	3.63	2.28
novel_gene_3253_5bd9a17a	2.77	3.68	3.07
novel_gene_3255_5bd9a17a	5.54	4.82	4.71
novel_gene_3256_5bd9a17a	2.86	3.19	3.15
novel_gene_3258_5bd9a17a	2.97	2.82	2.35
novel_gene_3260_5bd9a17a	6.9	6.92	5.75
novel_gene_3262_5bd9a17a	4.57	4.99	4.94
novel_gene_3264_5bd9a17a	2.15	3.16	2.74
novel_gene_327_5bd9a17a	2.89	3.3	2.42
novel_gene_3274_5bd9a17a	3.01	3.97	3.21
novel_gene_3275_5bd9a17a	3.81	4.43	3.59
novel_gene_3276_5bd9a17a	2.55	1.18	1.78
novel_gene_3277_5bd9a17a	7.73	7.09	7.12
novel_gene_3278_5bd9a17a	3.38	4.2	2.79
novel_gene_3279_5bd9a17a	2.02	2.17	1.89
novel_gene_328_5bda875f	1.99	2.14	1.56
novel_gene_3282_5bd9a17a	3.39	3.4	2.71
novel_gene_3283_5bd9a17a	3.19	2.82	2.53
novel_gene_3284_5bd9a17a	6.95	7.35	5.99
novel_gene_3285_5bd9a17a	1.63	1.76	2.44
novel_gene_3287_5bd9a17a	4.24	3.63	4.05
novel_gene_3288_5bd9a17a	1.62	1.49	1.82
novel_gene_329_5bda875f	2.37	2.15	2.37
novel_gene_3292_5bd9a17a	7.99	8.87	6.54
novel_gene_3293_5bd9a17a	3.12	3.58	1.61
novel_gene_3294_5bd9a17a	1.57	2.22	2.74
novel_gene_3296_5bd9a17a	2.52	1.52	2.64
novel_gene_3297_5bd9a17a	2.79	3.25	3.47
novel_gene_3298_5bd9a17a	2.06	2.42	2.89
novel_gene_33_5bd9a17a	0.77	2.04	1.64
novel_gene_3300_5bd9a17a	9.28	9.01	8.81
novel_gene_3304_5bd9a17a	2	2.01	2.05
novel_gene_3307_5bd9a17a	0.77	2.82	2.29
novel_gene_3308_5bd9a17a	0.77	0.77	2.22
novel_gene_3310_5bd9a17a	0.77	3.08	1.87
novel_gene_3313_5bd9a17a	4.96	0.78	3.51
novel_gene_3314_5bd9a17a	2.08	1.09	1.44
novel_gene_3316_5bd9a17a	3.85	3.67	3.14
novel_gene_3317_5bd9a17a	1.53	1.72	1.57
novel_gene_3318_5bd9a17a	1.51	2.15	1.79
novel_gene_332_5bd9a17a	2.38	2.03	1.56
novel_gene_3320_5bd9a17a	3.18	2.82	2.33
novel_gene_3325_5bd9a17a	3.3	3.01	2.71
novel_gene_3327_5bd9a17a	2.01	2.4	1.89
novel_gene_333_5bd9a17a	4.34	4.73	4.59
novel_gene_3338_5bd9a17a	0.77	2.21	1.84
novel_gene_3339_5bd9a17a	4.04	5.3	5.64
novel_gene_3341_5bd9a17a	3.28	3.56	1.77
novel_gene_3342_5bd9a17a	0.77	2.26	2.42
novel_gene_3343_5bd9a17a	1.8	1.83	1.81
novel_gene_3345_5bd9a17a	3.37	3.78	2.83
novel_gene_3347_5bd9a17a	0.77	3.88	2.69
novel_gene_3348_5bd9a17a	4.49	3.67	3.25
novel_gene_335_5bd9a17a	2.93	3.4	3.63
novel_gene_3350_5bd9a17a	2.47	2.81	2.22
novel_gene_3352_5bd9a17a	7.05	7.97	6.69
novel_gene_3357_5bd9a17a	2.88	2.83	0.96
novel_gene_3358_5bd9a17a	2.65	2.7	1.28
novel_gene_3359_5bd9a17a	2.66	1.53	1.5
novel_gene_3360_5bd9a17a	1.53	3.16	2.71
novel_gene_3362_5bd9a17a	1.64	1.78	1.96
novel_gene_3366_5bd9a17a	3.61	3.9	2.94
novel_gene_3370_5bd9a17a	2.64	2.01	2.37
novel_gene_3371_5bd9a17a	0.77	1.65	1.52
novel_gene_3372_5bd9a17a	2.7	2.23	1.38
novel_gene_3373_5bd9a17a	1.71	1.52	1.91
novel_gene_3374_5bd9a17a	7.05	5.43	6.59
novel_gene_3376_5bd9a17a	2.05	2.3	2.22
novel_gene_3377_5bd9a17a	4.06	3.58	3.21
novel_gene_338_5bd9a17a	2.83	2.99	3.54
novel_gene_3382_5bd9a17a	6.67	6.98	6.03
novel_gene_3383_5bd9a17a	10.1	7.47	9.28
novel_gene_3385_5bd9a17a	0.77	1.52	1.19
novel_gene_3386_5bd9a17a	0.77	1.5	1.36
novel_gene_3387_5bd9a17a	2.37	2.39	2.98
novel_gene_3388_5bd9a17a	7.24	9.5	7.17
novel_gene_339_5bd9a17a	7.72	7.75	7.2
novel_gene_3391_5bd9a17a	0.77	1.56	2.13
novel_gene_3392_5bd9a17a	2.41	2.41	1.65
novel_gene_3393_5bd9a17a	2.86	2.1	1.91
novel_gene_3395_5bd9a17a	2.47	1.86	2.02
novel_gene_3396_5bd9a17a	2.07	2.91	1.74
novel_gene_3397_5bd9a17a	1.61	1.66	2.33
novel_gene_3398_5bd9a17a	2.91	2.9	2.84
novel_gene_340_5bd9a17a	2.01	2.85	2.54
novel_gene_3401_5bd9a17a	3.54	3.38	2.5
novel_gene_3402_5bd9a17a	4.65	3.66	2.89
novel_gene_3403_5bd9a17a	3.68	2.75	4.05
novel_gene_3404_5bd9a17a	3	4.04	3.85
novel_gene_3408_5bd9a17a	2.7	3.93	1.62
novel_gene_3411_5bd9a17a	2.38	1.71	1.37
novel_gene_3413_5bd9a17a	2.16	1.94	2.46
novel_gene_3417_5bd9a17a	2.67	2.59	3.59
novel_gene_3422_5bd9a17a	0.77	3.1	2.3
novel_gene_3425_5bd9a17a	2.98	1.91	1.53
novel_gene_3428_5bd9a17a	4.65	3.25	3.32
novel_gene_343_5bd9a17a	3.16	2.59	1.79
novel_gene_3430_5bd9a17a	2.57	1.37	1.96
novel_gene_3431_5bd9a17a	6.08	6.19	5.32
novel_gene_3432_5bd9a17a	7.11	7.64	6.63
novel_gene_3433_5bd9a17a	7.22	7.57	6.87
novel_gene_3434_5bd9a17a	4.73	4.87	5.21
novel_gene_3436_5bd9a17a	3.89	4.25	3.28
novel_gene_3437_5bd9a17a	3.52	4.33	4.54
novel_gene_3439_5bd9a17a	0.77	1.22	1.62
novel_gene_3440_5bd9a17a	4.65	4.26	4.34
novel_gene_3445_5bd9a17a	0.77	1.21	2.03
novel_gene_3446_5bd9a17a	0.77	2.29	1.29
novel_gene_3448_5bd9a17a	0.77	3.21	2.77
novel_gene_3449_5bd9a17a	6.37	8.36	5.76
novel_gene_3450_5bd9a17a	4.75	4.08	4.67
novel_gene_3452_5bd9a17a	3	1.53	1.94
novel_gene_3455_5bd9a17a	5.68	5.45	5.26
novel_gene_3456_5bd9a17a	7.13	7.92	6.52
novel_gene_3457_5bd9a17a	4.85	4.89	5.49
novel_gene_3458_5bd9a17a	7.05	7.18	6.47
novel_gene_3459_5bd9a17a	0.77	1.66	2.45
novel_gene_346_5bd9a17a	2.79	4.94	4.07
novel_gene_3462_5bd9a17a	4.93	2.09	3.09
novel_gene_3463_5bd9a17a	2.96	3.18	2.71
novel_gene_3465_5bd9a17a	2.85	1.38	1.9
novel_gene_3466_5bd9a17a	0.77	1.51	1.63
novel_gene_3467_5bd9a17a	2.05	1.8	1.13
novel_gene_3469_5bd9a17a	6.32	6.12	5.86
novel_gene_3471_5bd9a17a	3.22	2.67	3.46
novel_gene_3472_5bd9a17a	0.77	1.21	1.58
novel_gene_3475_5bd9a17a	1.52	1.71	1.18
novel_gene_3476_5bd9a17a	1.69	1.21	2.06
novel_gene_3478_5bd9a17a	1.56	1.74	1.32
novel_gene_3479_5bd9a17a	4.31	4.79	4.23
novel_gene_3480_5bd9a17a	2.56	3.41	3.26
novel_gene_3481_5bd9a17a	0.77	1.67	1.88
novel_gene_3483_5bd9a17a	3.18	2.65	3.54
novel_gene_3484_5bd9a17a	5.25	4.86	5.48
novel_gene_3485_5bd9a17a	4	2.78	3.04
novel_gene_3486_5bd9a17a	2.01	1.32	1.12
novel_gene_3487_5bd9a17a	1.52	3.2	3.15
novel_gene_3490_5bd9a17a	7.02	7.53	9.37
novel_gene_3491_5bd9a17a	19.4	19.03	20.59
novel_gene_3503_5bd9a17a	3.06	3.36	2.86
novel_gene_3505_5bd9a17a	1.53	1.33	1.54
novel_gene_3506_5bd9a17a	1.57	1.57	1.84
novel_gene_3508_5bd9a17a	6.07	6.11	6.04
novel_gene_3509_5bd9a17a	2.91	3.07	2.29
novel_gene_3511_5bd9a17a	2.83	2.13	2.85
novel_gene_352_5bd9a17a	3.43	2.31	2.71
novel_gene_3523_5bd9a17a	3.47	1.33	3.25
novel_gene_3525_5bd9a17a	5.77	5.52	5.54
novel_gene_3527_5bd9a17a	2.41	2.19	1.99
novel_gene_353_5bd9a17a	2.62	1.18	0.99
novel_gene_3530_5bd9a17a	3.13	2.94	3
novel_gene_3531_5bd9a17a	2.69	3.02	1.98
novel_gene_3532_5bd9a17a	1.51	2.75	1.61
novel_gene_3534_5bd9a17a	3.56	3.92	2.92
novel_gene_3535_5bd9a17a	0.77	1.34	1.33
novel_gene_3537_5bd9a17a	2.97	1.08	2.28
novel_gene_3538_5bd9a17a	3.46	4.09	3.62
novel_gene_3543_5bd9a17a	0.77	1.35	1.36
novel_gene_3548_5bd9a17a	1.52	1.32	1.44
novel_gene_3549_5bd9a17a	1.52	1.87	0.85
novel_gene_3551_5bd9a17a	2.96	2.05	2.16
novel_gene_3553_5bd9a17a	5.15	5.46	5.2
novel_gene_3554_5bd9a17a	5.15	5.46	5.2
novel_gene_3555_5bd9a17a	3.26	4.43	3.14
novel_gene_3556_5bd9a17a	0.77	1.77	1.5
novel_gene_3557_5bd9a17a	3.99	4.42	3.43
novel_gene_3558_5bd9a17a	2.93	2.94	3.48
novel_gene_3559_5bd9a17a	4.15	4.08	3.56
novel_gene_356_5bd9a17a	2.5	3.97	4.25
novel_gene_3562_5bd9a17a	3.7	3.74	1.13
novel_gene_3563_5bd9a17a	2.92	3.08	2.84
novel_gene_3568_5bd9a17a	0.77	0.77	1.38
novel_gene_3569_5bd9a17a	2.54	3.58	1.91
novel_gene_357_5bd9a17a	4.39	4.45	3.93
novel_gene_3573_5bd9a17a	3.22	3.82	3.79
novel_gene_3577_5bd9a17a	2.52	2.09	1.67
novel_gene_358_5bda875f	3.59	4.03	3.71
novel_gene_3580_5bd9a17a	3.72	3.98	3.76
novel_gene_3583_5bd9a17a	4.56	5.03	3.76
novel_gene_3585_5bd9a17a	3.48	2.33	3.43
novel_gene_3589_5bd9a17a	3.45	3.71	3.5
novel_gene_359_5bd9a17a	3.73	3.05	1.52
novel_gene_3590_5bd9a17a	1.54	2.05	1.55
novel_gene_3593_5bd9a17a	3.21	3.92	1.49
novel_gene_3594_5bd9a17a	0.77	1.34	1.98
novel_gene_3602_5bd9a17a	4.72	4.58	4.66
novel_gene_3609_5bd9a17a	4.99	4.8	3.91
novel_gene_3612_5bd9a17a	3.64	3.1	3.78
novel_gene_3613_5bd9a17a	2.9	3.07	2.53
novel_gene_3614_5bd9a17a	2.73	2.33	2.75
novel_gene_3616_5bd9a17a	4.21	4.23	1.34
novel_gene_3617_5bd9a17a	2.71	3.62	3.24
novel_gene_362_5bd9a17a	4.59	4.27	2.66
novel_gene_3620_5bd9a17a	0.77	1.71	1.99
novel_gene_3625_5bd9a17a	0.77	2.23	2.28
novel_gene_3626_5bd9a17a	2.61	3.2	3.3
novel_gene_3627_5bd9a17a	1.17	4.3	5.19
novel_gene_3630_5bd9a17a	4.56	4.2	2.52
novel_gene_3631_5bd9a17a	4.57	4.88	3.85
novel_gene_3632_5bd9a17a	0.77	1.34	1.6
novel_gene_3633_5bd9a17a	3.95	3.72	3.46
novel_gene_3634_5bd9a17a	3.43	3.26	3.31
novel_gene_3637_5bd9a17a	3.3	2.4	2.43
novel_gene_3638_5bd9a17a	1.51	0.77	1.54
novel_gene_364_5bd9a17a	3.09	3.05	1.8
novel_gene_3640_5bd9a17a	0.77	1.7	1.21
novel_gene_3641_5bd9a17a	4.17	4.42	4.23
novel_gene_3644_5bd9a17a	0.77	1.87	1.74
novel_gene_3647_5bd9a17a	2.28	3.77	2.96
novel_gene_3649_5bd9a17a	2.66	2.99	2.7
novel_gene_365_5bd9a17a	4.5	5.4	4.33
novel_gene_3650_5bd9a17a	1.5	1.7	1.95
novel_gene_3652_5bd9a17a	2.46	1.77	1.43
novel_gene_3658_5bd9a17a	7.36	8.01	7.71
novel_gene_3659_5bd9a17a	3.27	3.08	2.24
novel_gene_3660_5bd9a17a	2.36	3.12	2.39
novel_gene_3663_5bd9a17a	2.9	2.39	1.96
novel_gene_367_5bd9a17a	2.94	2.41	1.85
novel_gene_3671_5bd9a17a	3.97	4.64	4.26
novel_gene_3672_5bd9a17a	4.14	4.62	1.83
novel_gene_3675_5bd9a17a	0.77	1.35	1.63
novel_gene_3677_5bd9a17a	3.27	3.05	1.34
novel_gene_3678_5bd9a17a	1.83	1.3	0.99
novel_gene_3679_5bd9a17a	3.09	3.46	3.47
novel_gene_3681_5bd9a17a	2.05	1.45	2.45
novel_gene_3682_5bd9a17a	2.05	1.45	2.45
novel_gene_3684_5bd9a17a	3.6	3.07	3.08
novel_gene_3685_5bd9a17a	3.46	3.96	3.83
novel_gene_3686_5bd9a17a	0.77	1.96	1.53
novel_gene_3690_5bd9a17a	0.77	2.05	2.05
novel_gene_3691_5bd9a17a	3.77	1.33	3
novel_gene_3695_5bd9a17a	2.05	2.53	2.02
novel_gene_37_5bd9a17a	1.61	1.76	2.21
novel_gene_370_5bd9a17a	6.17	6.74	6.56
novel_gene_370_5bda875f	1.68	1.76	1.76
novel_gene_3702_5bd9a17a	2.37	2.84	1.97
novel_gene_3704_5bd9a17a	4.87	4.95	5.26
novel_gene_3706_5bd9a17a	0.77	2.57	2.56
novel_gene_3707_5bd9a17a	5.45	5.67	5.32
novel_gene_3708_5bd9a17a	6.08	6.14	5.08
novel_gene_3712_5bd9a17a	1.52	2.59	0.98
novel_gene_3717_5bd9a17a	3.1	2.15	2.5
novel_gene_3719_5bd9a17a	3.1	3.95	2.63
novel_gene_3721_5bd9a17a	3.46	3.07	2.64
novel_gene_3722_5bd9a17a	0.77	1.53	1.35
novel_gene_3724_5bd9a17a	4.02	2.74	2.33
novel_gene_3728_5bd9a17a	2.67	2.16	2.96
novel_gene_3730_5bd9a17a	2.04	2.05	2.25
novel_gene_3731_5bd9a17a	6.29	6.5	6.31
novel_gene_3734_5bd9a17a	1.53	1.54	1.49
novel_gene_3736_5bd9a17a	0.77	1.08	1.84
novel_gene_3737_5bd9a17a	0.77	0.77	1.4
novel_gene_3739_5bd9a17a	0.77	2.67	2.21
novel_gene_3740_5bd9a17a	3.75	3.81	2.97
novel_gene_3745_5bd9a17a	1.65	1.19	2.8
novel_gene_3747_5bd9a17a	2.83	4.12	2.58
novel_gene_3750_5bd9a17a	2.37	3.06	2.88
novel_gene_3751_5bd9a17a	8.79	8.76	7.96
novel_gene_3752_5bd9a17a	2.83	3.3	2.16
novel_gene_3753_5bd9a17a	1.54	4.25	2.49
novel_gene_3755_5bd9a17a	6.11	5.87	4.95
novel_gene_3756_5bd9a17a	3.43	3.61	3.79
novel_gene_3757_5bd9a17a	0.77	3.58	1.53
novel_gene_376_5bd9a17a	4.67	6.09	4.74
novel_gene_3763_5bd9a17a	0.77	2.39	2.37
novel_gene_3765_5bd9a17a	0.77	2.62	1.61
novel_gene_3766_5bd9a17a	2.89	2.67	2.14
novel_gene_3767_5bd9a17a	4.11	4.5	2.63
